date,latitude,longitude,uv_index
2020-01-18 12:00:00,-32,120,13.98
2020-01-18 12:00:00,-32,124,13.91
2020-01-18 12:00:00,-32,128,13.51
2020-01-18 12:00:00,-28,112,14.64
2020-01-18 12:00:00,-28,116,15.25
2020-01-18 12:00:00,-28,120,14.72
2020-01-18 12:00:00,-28,124,14.59
2020-01-18 12:00:00,-28,128,14.3
2020-01-18 12:00:00,-24,112,14.47
2020-01-18 12:00:00,-24,116,14.64
2020-01-18 12:00:00,-24,120,14.84
2020-01-18 12:00:00,-24,124,14.78
2020-01-18 12:00:00,-24,128,15.11
2020-01-18 12:00:00,-20,112,14.52
2020-01-18 12:00:00,-20,116,14.82
2020-01-18 12:00:00,-20,120,15.0
2020-01-18 12:00:00,-20,124,15.65
2020-01-18 12:00:00,-20,128,15.75
2020-01-18 12:00:00,-16,112,14.94
2020-01-18 12:00:00,-16,116,14.63
2020-01-18 12:00:00,-16,120,14.58
2020-01-18 12:00:00,-16,124,14.6
2020-01-18 12:00:00,-16,128,14.62
2020-01-18 12:00:00,-12,112,14.27
2020-01-18 12:00:00,-12,116,14.25
2020-01-18 12:00:00,-12,120,14.24
2020-01-18 12:00:00,-12,124,14.31
2020-01-18 12:00:00,-12,128,14.29
2020-01-19 12:00:00,-36,112,11.79
